"id";"uri";"siglaTipo";"numero";"ano";"codTipo";"descricaoTipo";"ementa";"ementaDetalhada";"keywords";"dataApresentacao";"uriOrgaoNumerador";"uriPropAnterior";"uriPropPrincipal";"uriPropPosterior";"urlInteiroTeor";"urnFinal";"ultimoStatus_dataHora";"ultimoStatus_sequencia";"ultimoStatus_uriRelator";"ultimoStatus_idOrgao";"ultimoStatus_siglaOrgao";"ultimoStatus_uriOrgao";"ultimoStatus_regime";"ultimoStatus_descricaoTramitacao";"ultimoStatus_idTipoTramitacao";"ultimoStatus_descricaoSituacao";"ultimoStatus_idSituacao";"ultimoStatus_despacho";"ultimoStatus_apreciacao";"ultimoStatus_url"
"2168236";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2168236";"PL";"1242";"2026";"139";"Projeto de Lei";"Dispõe sobre a proteção à imagem de vítima de crime ou acidente.";"Altera a Lei nº 10.406 de 2002.";"Alteração, Código Civil (2002), Direito da personalidade, proibição, divulgação, imagem-retrato, vítima, crime, acidente.";"2018-02-21T15:43:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1640951";"";"2026-08-20T16:35:55";"88";"https://dadosabertos.camara.leg.br/api/v2/deputados/220691";"100001";"SECAP(SGM)";"https://dadosabertos.camara.leg.br/api/v2/orgaos/100001";"Urgência (Art. 155, RICD)";"Apresentação de Requerimento";"194";"Aguardando Despacho do Presidente da Câmara dos Deputados (Chancela)";"1201";"Apresentação do REQ n. 4090/2026 (Requerimento de Urgência (Art. 155 do RICD)), pelos Deputada Laura Carneiro (PSD/RJ) e Deputado Antonio Brito PSD       , que ""Requeiro nos termos do art. 155, do Regimento Interno da Câmara dos Deputados, Regime de Urgência para a apreciação do Projeto de Lei nº 1.242 de 2026 de autoria da Deputada Laura Carneiro que “Dispõe sobre a proteção à imagem de vítima de crime ou acidente”"".";"Anulada";"https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=3174181"
"2644752";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2644752";"PLP";"242";"2026";"140";"Projeto de Lei Complementar";"Inclui o artigo 2º-A à Lei Complementar nº 206, de 16 de maio de 2024.";"";"alteração; Lei complementar; Prazo; prorrogação; Pagamento; Dívida; Estado (ente federado); Município; Calamidade pública";"2026-08-27T20:34:48";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=3175445";"";"2026-08-27T20:34:48";"1";"";"";"";"";"";"Apresentação de Proposição";"100";"";"";"Apresentação do PLP n. 242/2026 (Projeto de Lei Complementar), pelos Deputado Marcel van Hattem (NOVO/RS) e outros, que ""Inclui o artigo 2º-A à Lei Complementar nº 206, de 16 de maio de 2024"".";"Proposição Sujeita à Apreciação do Plenário";"https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=3175445"
